text,label
"PROOF Artemis 2 is FAKE | Actors Forget Lines, CGI, Greenscreen via YouTube",Conspiratorial
studiocb55news Christina Koch is a true space pioneer! ArtemisII ChristinaKoch SpaceFirsts,Enthusiastic
Do you believe the Artemis 2 mission really happened? Please repost.,Conspiratorial
Artemis 1- test to see if shit even works In space Artemis 2- testing if it works With HUMANS on board Artemis 3- testing docking/landing procedures with humans Artemis 4- moon landing 𝐖𝐢𝐭𝐡 𝐚 𝐩𝐫𝐢𝐜𝐞 𝐭𝐚𝐠 𝐨𝐟 4–20+ billion dollars total 𝐞𝐚𝐜𝐡 𝐞𝐱𝐜𝐮𝐫𝐬𝐢𝐨𝐧 face with monocle,Critical/Skeptical
Incredible video from NASA and Artemis 2,Enthusiastic
crescent moon rocket The Moon in stunning HD… and Earth as a glowing crescent. Artemis II is showing us views that felt impossible just a decade ago. We’re literally watching perspective evolve in real time. ArtemisII Space,Enthusiastic
NASA Artemis II Advance Lunar Exploration with 2026 Success nasa artemisii lunarexploration,Neutral
NASA's Artemis II is launching four astronauts on humanity's first crewed Moon mission since Apollo 17 in 1972! Pioneering a new era of exploration—next stop: lunar orbit and beyond. The future of space is here. rocket full moon ArtemisII MoonMission,Neutral
"NASA has launched Artemis II, sending four astronauts on the first crewed mission around the Moon in more than 50 years. ArtemisII NASA MoonMission SpaceExploration Orion",Neutral
"NASA NASAArtemis Is there a Artemis 2 crew playlist? If so what are the top 5 songs on there, and can we get it on Spotify.",Neutral
YourAnonOne This is not an Artemis 2 photo.,Neutral
Artemis II is so hopeful and beautiful that I saw rivalries within fandoms pausing generational beef to enjoy space travel together ArtemisII NASA,Enthusiastic
So I was just watching the Disney+ Artemis 2 coverage and it appears that they took the crew off air because the female astronaut started talking in reverence of God. If what I saw was done intentionally they truly are disgraceful.,Critical/Skeptical
"Artemis 2 was depressing. Jesus, we were doing that shit in the 60s. Are we just done advancing in substantial ways?",Critical/Skeptical
Wow astonished face What a math.. What a physics.. So yeah ArtemisII is not going to the moon but it intercepts it at a precalculated point in space.,Enthusiastic
I swear the moon is closer than the boat is lol! ArtemisII,Critical/Skeptical
Artemis 2 is a Hollywood production which requires actors.,Conspiratorial
from the dunes Artemis 2 is going to LOOP the moon.,Neutral
There goes the conspiracy theories against the moon landing.. ArtemisII,Neutral
"check mark button World News | 'Next step, Mars!': Trump reacts as Artemis II crew returns from Moon mission ArtemisII NASA MoonMission SpaceExploration MarsMission USNews ScienceNews NewsEiSamay",Neutral
Artemis 2 Live Mission Coverage,Neutral
"terrikibiriti It's being said the Artemis 2 are not landing on the moon for safety reason. Then you wonder what's going on. 50 years ago, with less sophisticated equipment and technology, we are told there was a moon landing. I smell some lie in the whole moon landing folktale",Conspiratorial
"I choose us, every time. face holding back tears ￼￼ heart hands ArtemisII AmazeAmazeAmaze",Enthusiastic
"Artemis II is once again putting human deep-space travel at the center of global attention. What makes this mission especially notable is that people are not just reading about it after the fact, but following it in real time. ArtemisII NASA Space",Enthusiastic
"As a physician, I'm absolutely thrilled that the Artemis II astronauts have passed their post-splashdown physicals with flying colors! All four are stable, walking unaided, and radiating great energy after their record-breaking lunar mission. ArtemisII NASA",Enthusiastic
towards the lands of lunar sweetness... Artemis2,Enthusiastic
"NASA’s Artemis II mission completed a historic Moon flyby, broke distance records, and experienced a 40-minute signal blackout rocket new moon movie camera Watch full video: artemisii nasa moonmission lunarflyby spaceupdate solareclipse spacenews trendingreel",Neutral
"The ArtemisII Crew are now truly alone, I’m emotional I never thought I’d see NASA go back to the moon from one Earthling to those four in space I love you",Enthusiastic
They are beautiful! ArtemisII NASA NASAArtemis,Enthusiastic
ArtemisII returns home: the mission to the Moon that captured the world,Neutral
Safe travels love from Canada ArtemisII crew UHMS Hansen,Enthusiastic
"So now ships are around the ArtemisII capsule. Why don’t they carry the capsule to the Californian coast and let the astronauts out there, instead of getting them out of the capsule on the ocean?",Neutral
I’d completely understand if the astronauts on Artemis 2 didn’t want to come back to Earth.,Enthusiastic
"I’m a big fan of the Artemis 2 crew, I like their vibes.",Enthusiastic
Artemis 2: Meet The Heroes Breaking Records On The Moon Mission Artemis2 MoonMission space NASA Orion ReidWiseman VictorGlover ChristinaKoch JeremyHansen astronauts affiliate spaceadventure FutureOfSpace thescenedaily annakarolinaheinrich,Neutral
Kinda miss the old space shuttle program. Way to go Artemis 2!,Enthusiastic
"United States USA and Canada Canada astronauts, orbiting the Moon together right now on Artemis II. Neighbors. Partners. Friends. Put the noise aside - despite every attempt to divide us, we stand united in exploration and beyond. We'll stay like this. red heart ArtemisII USCanada",Enthusiastic
ArtemisII astronauts return safely to Earth in dramatic splashdown,Neutral
I think this navy recovery of ArtemisII has just shown why the military struggled so much with Iran...! Overthought and underskilled. Glad the astronauts are safe! orion integrity nasa,Critical/Skeptical
"Here is something else everyone will need to know, Artemis 2 will get their first ever glimpse of a solar eclipse from space",Neutral
"""We spent days on this broken toilet."" randikayeCNN discussing the Artemis 2 mission with DanBarreiroKFAN.",Neutral
"Good answer. Also, History is fucking awesome. ArtemisII NASA Moon",Enthusiastic
"God bless those aboard the Artemis 2, god speed gents saluting face United States eagle",Enthusiastic
NASA’s Artemis II Crew Heads Home After Record-Breaking Mission Around the Moon NASA ArtemisII MoonMission LunarFlyby SpaceExploration,Neutral
oddeyecircl67 lishaluvsullin Id: Patti happy tht artemis 2 is landing on earth safely and its such a huge achievement congratsss!! partying face sparkles,Enthusiastic
Is there any footage where it's actually possible to see the astronauts get's out of the hatch on Artemis 2 ?,Neutral
"TalkTV andrejpwalker virtualash The Apollo missions contradict the Artemis 2 mission. We now have a valid comparison and the math ain’t mathing: Apollo 13 travels almost as far as Artemis 2, yet A13 took less than 6 days and A2 is expected to take 10 days while A2 will set speed records",Conspiratorial
"I hope the success of Artemis 2 re-ignites pro-scientific thinking and beliefs. We really need to do away with anti-intellectualism, and the 'if i can't understand it, it must be wrong' attitudes",Enthusiastic
Fresh Artemis II images of the Moon offer unprecedented clarity. NASA ArtemisII Moon SpaceExploration Science Astronomy Future,Neutral
"The Artemis 2 mission also includes a laser-based communication system (O2O) capable of data rates up to 260 Mbps. Compared to radio waves, this higher bandwidth is what enables 4K videos and the high-res images",Neutral
"History in the making! rocket Watch the incredible moment NASA’s Artemis II spacecraft launches, marking the first crewed mission toward the Moon in over 50 years. ArtemisII NASA MoonMission",Neutral
"Cernovich Nothing was more fake than the moon landing. After learning about the Artemis 2 mission, there’s no way we landed on the moon and made it back in 1969, even with the help of the Hidden Figures ladies.",Conspiratorial
One's assumption that the whole of Orion with the crew inside would be towed into a ship was clearly incorrect as the ArtemisII crew was lifted off the craft on to a waiting ship.,Neutral
"History in motion. After 50+ years, NASA just launched Artemis II—sending humans back beyond Earth orbit and around the Moon. A bold step toward a lunar economy, deep space leadership, and the next era of exploration. ArtemisII SpaceEconomy",Neutral
"If you consider the quantum leapsl forward in technology over the past 58 years, it puts Artemis 2 in perspective, it could even be considered a backward step as there is no significant advance over Apollo's achievements, commensurate with the tech. advances in other spheres.",Critical/Skeptical
Blazing re-entry to ocean touchdown: Watch visuals of Artemis 2 crew return as Orion hits Pacific Artemis2 NASA ArtemisII Orion Moonmission Read more at:,Neutral
JeffBezos We are amazed by this feat of Artemis 2 from the DRC Congo-Kinshasa,Enthusiastic
This Voyage woman astronaut medium skin tone rocket astronaut medium skin tone is absolutely fascinating and endearing to me ! Fucking Rad ! ArtemisII artemis2,Enthusiastic
"NASA What a breathtaking return to Earth! Artemis II isn’t just a mission , it’s humanity’s bold promise kept. Proud beyond words! NASA ArtemisII",Enthusiastic
"apthirteen Sorry to tell you that but, Artemis 2 won't be able to take such a photo due to its trajectory. Maybe next Artemis will.",Neutral
"realKTMcFarland Close down the Strait of Hormuz, send oil prices so high they can shake hands with Artemis 2, plunge the world into recession, murder school girls at a school, alienate most western allies and destroy any trust in the USA. Definite vibe shift.",Critical/Skeptical
